2022-08-28 15:01,Every Second,0.065,10,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022-08-28 15:02,Every Second,0.117,18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,
2022-08-28 15:03,Every Second,0.111,17,3,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2022-08-28 15:04,Every Second,0.065,10,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,
2022-08-28 15:05,Every Second,0.169,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,3,1,1,1,
2022-08-28 15:06,Every Second,0.117,18,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,
2022-08-28 15:07,Every Second,0.058,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
2022-08-28 15:08,Every Second,0.130,20,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,
2022-08-28 15:09,Every Second,0.084,13,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,
2022-08-28 15:10,Every Second,0.078,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,
2022-08-28 15:11,Every Second,0.143,22,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,1,1,0,2,0,1,0,2,0,0,0,0,1,
2022-08-28 15:12,Every Second,0.111,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,
2022-08-28 15:13,Every Second,0.104,16,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,
2022-08-28 15:14,Every Second,0.111,17,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,
2022-08-28 15:15,Every Second,0.137,21,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,
2022-08-28 15:16,Every Second,0.111,17,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,
2022-08-28 15:17,Every Second,0.169,26,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,2,0,0,2,0,0,0,0,
2022-08-28 15:18,Every Second,0.176,27,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,3,0,0,1,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,
2022-08-28 15:19,Every Second,0.176,27,0,1,1,0,1,1,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,
2022-08-28 15:20,Every Second,0.254,39,1,2,1,0,0,2,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,2,0,1,0,1,1,0,0,1,2,2,1,1,1,0,1,2,1,2,0,0,0,0,0,0,2,0,1,1,0,0,0,1,
2022-08-28 15:21,Every Second,0.390,60,1,2,3,1,0,1,2,2,0,0,0,1,3,0,1,1,1,1,0,2,1,1,1,0,0,0,0,0,1,0,0,2,1,0,0,1,3,1,2,1,2,0,1,1,1,1,2,1,3,0,1,0,0,1,1,2,3,0,2,1,
2022-08-28 15:22,Every Second,0.533,82,3,1,0,1,0,2,1,0,0,1,3,3,1,0,1,3,2,3,1,0,1,1,2,1,2,2,1,3,0,2,1,2,2,1,0,0,2,0,2,2,0,0,4,3,1,0,5,1,3,1,2,1,1,1,0,0,4,0,1,1,
2022-08-28 15:23,Every Second,0.604,93,2,3,2,1,3,3,1,2,2,1,0,1,2,0,0,2,1,2,0,2,3,0,0,3,1,1,2,2,2,1,2,2,2,1,0,0,1,1,3,0,1,2,2,2,1,1,1,3,2,0,2,2,2,4,1,4,1,3,1,1,
2022-08-28 15:24,Every Second,0.806,124,2,1,4,2,3,0,3,2,5,4,2,6,2,3,1,1,0,3,1,2,3,0,2,1,2,3,3,2,2,1,0,6,5,1,3,1,1,2,3,0,2,3,0,1,2,1,2,3,1,2,6,0,0,1,0,4,1,2,3,2,
2022-08-28 15:25,Every Second,0.748,115,3,0,2,1,3,1,2,0,1,2,3,1,2,2,2,3,3,2,3,2,0,2,3,3,3,2,5,1,2,1,3,0,1,2,2,2,4,0,2,2,0,2,0,1,3,0,3,3,3,2,2,2,2,2,3,2,4,1,1,1,
2022-08-28 15:26,Every Second,0.793,122,1,1,1,4,1,1,2,2,1,4,3,1,3,3,2,2,5,2,1,0,1,1,2,3,1,0,2,1,1,0,1,1,3,0,2,2,2,2,6,0,1,2,1,4,2,1,4,2,1,1,2,3,1,4,2,3,5,3,4,5,
2022-08-28 15:27,Every Second,0.819,126,0,0,0,1,2,3,4,2,3,2,1,4,1,2,2,3,3,1,3,2,5,2,1,3,0,2,4,2,2,3,2,4,3,1,1,2,3,2,1,2,3,3,0,3,3,1,0,3,1,4,0,2,2,2,4,1,5,2,3,0,
2022-08-28 15:28,Every Second,1.053,162,3,2,4,2,5,4,2,1,3,1,3,2,2,3,3,2,3,4,3,2,0,4,0,1,4,1,3,3,3,4,4,2,3,2,6,0,1,1,3,4,6,3,2,4,1,0,3,2,3,2,2,2,2,3,1,9,6,4,1,3,
2022-08-28 15:29,Every Second,1.189,183,2,3,4,3,3,1,3,3,2,2,3,4,1,3,2,5,2,2,4,4,3,2,3,3,5,4,4,3,3,2,3,4,5,5,5,1,3,6,2,2,1,2,3,2,1,6,1,3,0,2,4,2,4,5,6,3,2,4,3,5,
2022-08-28 15:30,Every Second,1.281,197,2,3,6,2,5,2,3,2,5,6,2,2,6,0,4,6,3,1,1,3,4,5,0,6,4,4,1,4,4,4,6,1,8,3,0,3,0,2,3,4,3,3,5,0,1,4,3,4,5,5,3,7,3,6,3,3,1,4,2,2,
2022-08-28 15:31,Every Second,1.462,225,6,6,3,2,4,2,3,3,6,6,1,4,2,3,4,4,6,4,1,2,3,10,6,4,3,6,4,2,2,3,5,1,2,1,5,2,3,1,1,7,3,1,7,3,3,8,6,8,2,5,5,6,3,1,3,7,1,6,2,2,
2022-08-28 15:32,Every Second,1.372,211,2,1,2,2,4,3,3,3,6,5,1,5,4,1,9,5,2,3,2,3,3,5,5,7,4,5,5,3,2,3,6,4,3,3,4,4,2,3,2,2,1,4,5,4,4,4,4,5,2,3,6,4,3,0,3,4,6,4,3,1,
2022-08-28 15:33,Every Second,1.722,265,4,3,1,4,4,2,6,6,5,7,4,1,6,9,6,1,6,5,3,6,5,5,6,2,7,4,5,6,6,2,5,5,1,5,3,2,2,4,5,7,3,3,6,7,1,4,0,5,2,7,6,2,8,1,4,7,7,3,3,10,
2022-08-28 15:34,Every Second,1.846,284,4,3,2,7,1,6,3,6,4,6,3,6,3,5,4,5,3,5,3,3,1,5,3,5,7,6,4,6,6,5,3,4,1,8,5,5,3,7,2,7,3,2,7,5,2,4,6,3,10,5,9,6,5,5,7,9,1,6,6,8,
2022-08-28 15:35,Every Second,2.145,330,10,7,7,9,4,3,5,5,4,8,7,9,7,11,7,11,4,8,6,4,7,9,5,5,7,4,3,3,7,7,5,3,10,6,7,5,5,4,2,3,3,5,6,4,2,1,3,3,6,6,1,5,10,2,6,4,5,3,7,5,
2022-08-28 15:36,Every Second,1.957,301,6,4,11,7,1,7,10,6,8,7,1,6,3,5,4,4,5,5,2,5,3,0,2,5,1,1,4,5,2,4,7,1,5,8,5,8,3,9,7,11,4,4,4,6,4,3,4,7,6,7,9,8,4,7,6,2,3,5,3,7,
2022-08-28 15:37,Every Second,2.125,327,2,4,9,6,1,3,4,5,5,6,5,6,5,9,12,4,4,0,5,8,1,5,5,7,6,8,6,6,4,7,3,4,6,5,5,3,12,5,10,6,4,9,8,5,8,4,11,4,1,5,10,3,3,2,6,6,4,6,6,5,
2022-08-28 15:38,Every Second,2.067,318,8,1,5,3,6,4,0,2,5,4,4,2,5,7,6,10,4,4,4,4,3,9,4,5,7,10,5,7,4,4,6,5,6,5,6,6,3,4,5,5,7,5,10,7,7,4,7,7,7,7,5,5,5,2,8,8,6,3,4,7,
